,neurons,learning_rate,epochs,accuracy,mse
0,16,0.0001,100,0.795918345451355,0.1549973338842392
1,16,0.0001,200,0.9061224460601807,0.08418764919042587
2,16,0.0001,300,0.9061224460601807,0.07245616614818573
3,16,0.0001,400,0.8938775658607483,0.06528054922819138
4,16,0.00035938136638046257,100,0.8979591727256775,0.06850092113018036
5,16,0.00035938136638046257,200,0.9306122660636902,0.047198906540870667
6,16,0.00035938136638046257,300,0.9673469662666321,0.02306094579398632
7,16,0.00035938136638046257,400,0.9877551198005676,0.014736759476363659
8,16,0.001291549665014884,100,0.9877551198005676,0.01647251658141613
9,16,0.001291549665014884,200,0.9959183931350708,0.006278977729380131
10,16,0.001291549665014884,300,0.9959183931350708,0.0046027894131839275
11,16,0.001291549665014884,400,0.9959183931350708,0.0026125526055693626
12,16,0.004641588833612782,100,0.9959183931350708,0.004467017482966185
13,16,0.004641588833612782,200,1.0,0.0004846812807954848
14,16,0.004641588833612782,300,1.0,3.4223452530568466e-05
15,16,0.004641588833612782,400,1.0,8.738868018554058e-06
16,16,0.016681005372000592,100,1.0,0.0006077504949644208
17,16,0.016681005372000592,200,1.0,1.1043638323826599e-06
18,16,0.016681005372000592,300,1.0,3.3567826562830305e-07
19,16,0.016681005372000592,400,1.0,2.9228999665065203e-07
20,16,0.05994842503189409,100,1.0,4.2035679825858097e-07
21,16,0.05994842503189409,200,1.0,5.706876393674065e-08
22,16,0.05994842503189409,300,1.0,1.4553405591755109e-08
23,16,0.05994842503189409,400,1.0,1.733645893509106e-09
24,16,0.21544346900318845,100,0.9959183931350708,0.0033210243564099073
25,16,0.21544346900318845,200,1.0,1.0987392329298018e-08
26,16,0.21544346900318845,300,0.9959183931350708,0.0037876435089856386
27,16,0.21544346900318845,400,0.9836734533309937,0.01258604321628809
28,16,0.7742636826811278,100,0.9877551198005676,0.011163691990077496
29,16,0.7742636826811278,200,0.9877551198005676,0.010765105485916138
30,16,0.7742636826811278,300,0.9714285731315613,0.020850734785199165
31,16,0.7742636826811278,400,0.9959183931350708,0.003910003695636988
32,16,2.782559402207126,100,0.9428571462631226,0.03263955935835838
33,16,2.782559402207126,200,0.9551020264625549,0.03454422950744629
34,16,2.782559402207126,300,0.9673469662666321,0.030710555613040924
35,16,2.782559402207126,400,0.9918367266654968,0.007287811953574419
36,16,10.0,100,0.9551020264625549,0.03470666706562042
37,16,10.0,200,0.9755101799964905,0.024486880749464035
38,16,10.0,300,0.9551020264625549,0.03431561216711998
39,16,10.0,400,0.9795918464660645,0.020379934459924698
40,32,0.0001,100,0.8612244725227356,0.10467563569545746
41,32,0.0001,200,0.8979591727256775,0.07208393514156342
42,32,0.0001,300,0.9265305995941162,0.05200525000691414
43,32,0.0001,400,0.9469387531280518,0.04484688118100166
44,32,0.00035938136638046257,100,0.9102040529251099,0.06372132897377014
45,32,0.00035938136638046257,200,0.9836734533309937,0.019393950700759888
46,32,0.00035938136638046257,300,0.9877551198005676,0.01315183937549591
47,32,0.00035938136638046257,400,0.9918367266654968,0.009292039088904858
48,32,0.001291549665014884,100,0.9918367266654968,0.009868558496236801
49,32,0.001291549665014884,200,0.9959183931350708,0.004341140855103731
50,32,0.001291549665014884,300,0.9959183931350708,0.0024343193508684635
51,32,0.001291549665014884,400,1.0,0.0007449834374710917
52,32,0.004641588833612782,100,0.9959183931350708,0.0014116537058725953
53,32,0.004641588833612782,200,1.0,5.738941399613395e-05
54,32,0.004641588833612782,300,1.0,6.9297475420171395e-06
55,32,0.004641588833612782,400,1.0,2.0736160877277143e-06
56,32,0.016681005372000592,100,1.0,7.710681529715657e-06
57,32,0.016681005372000592,200,1.0,3.0141004003780836e-07
58,32,0.016681005372000592,300,1.0,1.0790037663355179e-07
59,32,0.016681005372000592,400,1.0,1.1407647271255428e-08
60,32,0.05994842503189409,100,1.0,3.7181629863880516e-07
61,32,0.05994842503189409,200,1.0,3.468377585136295e-08
62,32,0.05994842503189409,300,1.0,1.783121539311594e-09
63,32,0.05994842503189409,400,1.0,1.1907016483903021e-09
64,32,0.21544346900318845,100,1.0,3.6325675978332583e-07
65,32,0.21544346900318845,200,1.0,6.318716661013468e-09
66,32,0.21544346900318845,300,0.9959183931350708,0.002815814921632409
67,32,0.21544346900318845,400,1.0,4.891542282337014e-09
68,32,0.7742636826811278,100,0.9877551198005676,0.008850812911987305
69,32,0.7742636826811278,200,1.0,3.9543421315180183e-10
70,32,0.7742636826811278,300,0.9918367266654968,0.007906182669103146
71,32,0.7742636826811278,400,0.9959183931350708,0.003919961396604776
72,32,2.782559402207126,100,0.9836734533309937,0.013828135095536709
73,32,2.782559402207126,200,0.9673469662666321,0.02353152632713318
74,32,2.782559402207126,300,0.9959183931350708,0.004058412276208401
75,32,2.782559402207126,400,0.9918367266654968,0.008002192713320255
76,32,10.0,100,0.9959183931350708,0.004153797868639231
77,32,10.0,200,0.9918367266654968,0.008125945925712585
78,32,10.0,300,0.9673469662666321,0.022675560787320137
79,32,10.0,400,0.9673469662666321,0.022777125239372253
80,48,0.0001,100,0.8938775658607483,0.08493117988109589
81,48,0.0001,200,0.922448992729187,0.06202303618192673
82,48,0.0001,300,0.9428571462631226,0.03871502727270126
83,48,0.0001,400,0.9551020264625549,0.03407619148492813
84,48,0.00035938136638046257,100,0.9469387531280518,0.04026499018073082
85,48,0.00035938136638046257,200,0.9877551198005676,0.014013738371431828
86,48,0.00035938136638046257,300,0.9918367266654968,0.009117118082940578
87,48,0.00035938136638046257,400,0.9959183931350708,0.006004279013723135
88,48,0.001291549665014884,100,0.9918367266654968,0.00870834942907095
89,48,0.001291549665014884,200,0.9959183931350708,0.00334429694339633
90,48,0.001291549665014884,300,1.0,0.0011248718947172165
91,48,0.001291549665014884,400,1.0,0.00018468068446964025
92,48,0.004641588833612782,100,0.9959183931350708,0.0014682362088933587
93,48,0.004641588833612782,200,1.0,5.7222929171985015e-05
94,48,0.004641588833612782,300,1.0,1.716485030556214e-06
95,48,0.004641588833612782,400,1.0,5.980263040328282e-07
96,48,0.016681005372000592,100,1.0,4.992662525182823e-06
97,48,0.016681005372000592,200,1.0,3.6716394902214233e-07
98,48,0.016681005372000592,300,1.0,3.90628756008482e-08
99,48,0.016681005372000592,400,1.0,8.776816606825832e-09
100,48,0.05994842503189409,100,1.0,2.680424131540349e-07
101,48,0.05994842503189409,200,1.0,7.42331422998177e-08
102,48,0.05994842503189409,300,1.0,3.798976688784705e-09
103,48,0.05994842503189409,400,1.0,3.31221539084936e-09
104,48,0.21544346900318845,100,0.9959183931350708,0.0032757590524852276
105,48,0.21544346900318845,200,1.0,8.469964285495735e-09
106,48,0.21544346900318845,300,1.0,1.747132549745345e-09
107,48,0.21544346900318845,400,1.0,1.2686158790131685e-09
108,48,0.7742636826811278,100,0.9959183931350708,0.002119006123393774
109,48,0.7742636826811278,200,1.0,3.5982876056550595e-07
110,48,0.7742636826811278,300,0.9959183931350708,0.003394203959032893
111,48,0.7742636826811278,400,1.0,9.649683830700398e-25
112,48,2.782559402207126,100,0.9918367266654968,0.009108549915254116
113,48,2.782559402207126,200,1.0,0.0
114,48,2.782559402207126,300,0.9918367266654968,0.006954604294151068
115,48,2.782559402207126,400,0.9918367266654968,0.00863428134471178
116,48,10.0,100,0.9795918464660645,0.013851706869900227
117,48,10.0,200,0.9918367266654968,0.0060173817910254
118,48,10.0,300,0.9836734533309937,0.010989711619913578
119,48,10.0,400,1.0,2.3787393970266073e-14
120,64,0.0001,100,0.9020408391952515,0.07615732401609421
121,64,0.0001,200,0.9346938729286194,0.052997887134552
122,64,0.0001,300,0.9551020264625549,0.03637183830142021
123,64,0.0001,400,0.9714285731315613,0.027332738041877747
124,64,0.00035938136638046257,100,0.9510204195976257,0.03573579713702202
125,64,0.00035938136638046257,200,0.9877551198005676,0.013328038156032562
126,64,0.00035938136638046257,300,0.9918367266654968,0.007692196872085333
127,64,0.00035938136638046257,400,0.9959183931350708,0.004636569879949093
128,64,0.001291549665014884,100,0.9918367266654968,0.007317943498492241
129,64,0.001291549665014884,200,0.9959183931350708,0.0022294926457107067
130,64,0.001291549665014884,300,1.0,0.000615786062553525
131,64,0.001291549665014884,400,1.0,9.989592945203185e-05
132,64,0.004641588833612782,100,1.0,0.0005111827631480992
133,64,0.004641588833612782,200,1.0,1.560169766889885e-05
134,64,0.004641588833612782,300,1.0,1.0598025710351067e-06
135,64,0.004641588833612782,400,1.0,4.0080223584482155e-07
136,64,0.016681005372000592,100,1.0,6.315117389021907e-06
137,64,0.016681005372000592,200,1.0,1.4304897888450796e-07
138,64,0.016681005372000592,300,1.0,2.0403629008569624e-08
139,64,0.016681005372000592,400,1.0,5.4777333780009485e-09
140,64,0.05994842503189409,100,1.0,2.621870294206019e-07
141,64,0.05994842503189409,200,1.0,2.666972243048349e-08
142,64,0.05994842503189409,300,1.0,2.7521824819132235e-09
143,64,0.05994842503189409,400,1.0,5.535373270859623e-10
144,64,0.21544346900318845,100,1.0,9.144377344227905e-08
145,64,0.21544346900318845,200,1.0,4.2096448282791243e-07
146,64,0.21544346900318845,300,1.0,2.7406747982183788e-09
147,64,0.21544346900318845,400,1.0,8.558914288414599e-08
148,64,0.7742636826811278,100,1.0,1.3611498843602021e-06
149,64,0.7742636826811278,200,0.9959183931350708,0.003722887020558119
150,64,0.7742636826811278,300,0.9959183931350708,0.0033817938528954983
151,64,0.7742636826811278,400,0.9959183931350708,0.003522557206451893
152,64,2.782559402207126,100,0.9959183931350708,0.003326313104480505
153,64,2.782559402207126,200,0.9959183931350708,0.0061753615736961365
154,64,2.782559402207126,300,0.9959183931350708,0.004048273898661137
155,64,2.782559402207126,400,0.9959183931350708,0.0035968786105513573
156,64,10.0,100,0.9959183931350708,0.006457860115915537
157,64,10.0,200,0.9959183931350708,0.00398967694491148
158,64,10.0,300,0.9959183931350708,0.0039603374898433685
159,64,10.0,400,0.9918367266654968,0.006483403034508228
160,80,0.0001,100,0.9102040529251099,0.06862860172986984
161,80,0.0001,200,0.9346938729286194,0.042726267129182816
162,80,0.0001,300,0.9469387531280518,0.03434103727340698
163,80,0.0001,400,0.9755101799964905,0.02353641577064991
164,80,0.00035938136638046257,100,0.9591836929321289,0.030370811000466347
165,80,0.00035938136638046257,200,0.9918367266654968,0.011296674609184265
166,80,0.00035938136638046257,300,0.9918367266654968,0.007883298210799694
167,80,0.00035938136638046257,400,0.9959183931350708,0.003790616989135742
168,80,0.001291549665014884,100,0.9918367266654968,0.00685554975643754
169,80,0.001291549665014884,200,0.9959183931350708,0.0012504454934969544
170,80,0.001291549665014884,300,1.0,0.00023076098295859993
171,80,0.001291549665014884,400,1.0,8.493795758113265e-05
172,80,0.004641588833612782,100,1.0,0.0001986645656870678
173,80,0.004641588833612782,200,1.0,1.2164255167590454e-05
174,80,0.004641588833612782,300,1.0,8.370046771233319e-07
175,80,0.004641588833612782,400,1.0,2.998299066803156e-07
176,80,0.016681005372000592,100,1.0,1.1978507927778992e-06
177,80,0.016681005372000592,200,1.0,7.148247505028849e-08
178,80,0.016681005372000592,300,1.0,1.3495357720216816e-08
179,80,0.016681005372000592,400,1.0,4.202618697490834e-09
180,80,0.05994842503189409,100,1.0,3.5431662581686396e-07
181,80,0.05994842503189409,200,1.0,2.0175212611661664e-08
182,80,0.05994842503189409,300,1.0,3.025549144552997e-09
183,80,0.05994842503189409,400,1.0,9.324380156883194e-10
184,80,0.21544346900318845,100,1.0,2.676808605883707e-07
185,80,0.21544346900318845,200,1.0,7.380950961533017e-09
186,80,0.21544346900318845,300,1.0,9.402695866356225e-08
187,80,0.21544346900318845,400,1.0,3.6279651505211064e-10
188,80,0.7742636826811278,100,1.0,0.0
189,80,0.7742636826811278,200,1.0,3.3061989273040033e-15
190,80,0.7742636826811278,300,0.9959183931350708,0.003832214744761586
191,80,0.7742636826811278,400,0.9959183931350708,0.0029895948246121407
192,80,2.782559402207126,100,0.9959183931350708,0.0038392823189496994
193,80,2.782559402207126,200,0.9959183931350708,0.004178053233772516
194,80,2.782559402207126,300,1.0,0.0
195,80,2.782559402207126,400,1.0,0.0
196,80,10.0,100,0.9959183931350708,0.004404472652822733
197,80,10.0,200,1.0,0.0
198,80,10.0,300,1.0,0.0
199,80,10.0,400,0.9877551198005676,0.011585806496441364
200,96,0.0001,100,0.9142857193946838,0.06434834748506546
201,96,0.0001,200,0.9306122660636902,0.04639851674437523
202,96,0.0001,300,0.9551020264625549,0.03141798451542854
203,96,0.0001,400,0.9795918464660645,0.02282007224857807
204,96,0.00035938136638046257,100,0.9632652997970581,0.027645085006952286
205,96,0.00035938136638046257,200,0.9918367266654968,0.010150915943086147
206,96,0.00035938136638046257,300,0.9959183931350708,0.005318211857229471
207,96,0.00035938136638046257,400,0.9959183931350708,0.004114259500056505
208,96,0.001291549665014884,100,0.9959183931350708,0.0055336616933345795
209,96,0.001291549665014884,200,1.0,0.0009600569610483944
210,96,0.001291549665014884,300,1.0,0.00015221224748529494
211,96,0.001291549665014884,400,1.0,2.7373633201932535e-05
212,96,0.004641588833612782,100,1.0,0.0002136852708645165
213,96,0.004641588833612782,200,1.0,5.916957434237702e-06
214,96,0.004641588833612782,300,1.0,8.205006452044472e-07
215,96,0.004641588833612782,400,1.0,1.6364749910735554e-07
216,96,0.016681005372000592,100,1.0,1.981946070372942e-06
217,96,0.016681005372000592,200,1.0,8.607557333561999e-08
218,96,0.016681005372000592,300,1.0,1.0878469680619673e-08
219,96,0.016681005372000592,400,1.0,3.659451852655593e-09
220,96,0.05994842503189409,100,1.0,1.4709807771851047e-07
221,96,0.05994842503189409,200,1.0,7.876541197049391e-09
222,96,0.05994842503189409,300,1.0,4.924159302532871e-09
223,96,0.05994842503189409,400,1.0,3.865547881787279e-10
224,96,0.21544346900318845,100,0.9959183931350708,0.0031537520699203014
225,96,0.21544346900318845,200,1.0,2.679166300367797e-06
226,96,0.21544346900318845,300,1.0,3.3725351045177376e-07
227,96,0.21544346900318845,400,1.0,7.604762930490949e-10
228,96,0.7742636826811278,100,0.9959183931350708,0.002785345073789358
229,96,0.7742636826811278,200,1.0,3.930808123442375e-09
230,96,0.7742636826811278,300,0.9959183931350708,0.003640230745077133
231,96,0.7742636826811278,400,1.0,3.415059124378672e-09
232,96,2.782559402207126,100,0.9959183931350708,0.0038233278319239616
233,96,2.782559402207126,200,1.0,1.3585121632453146e-29
234,96,2.782559402207126,300,0.9959183931350708,0.004042624495923519
235,96,2.782559402207126,400,0.9959183931350708,0.004047581925988197
236,96,10.0,100,1.0,5.828767891024312e-17
237,96,10.0,200,1.0,0.0
238,96,10.0,300,0.9959183931350708,0.004090691450983286
239,96,10.0,400,1.0,0.0
240,112,0.0001,100,0.922448992729187,0.06146588549017906
241,112,0.0001,200,0.9387755393981934,0.04518253356218338
242,112,0.0001,300,0.9510204195976257,0.030724668875336647
243,112,0.0001,400,0.9714285731315613,0.022844964638352394
244,112,0.00035938136638046257,100,0.9755101799964905,0.021711312234401703
245,112,0.00035938136638046257,200,0.9918367266654968,0.008770458400249481
246,112,0.00035938136638046257,300,0.9959183931350708,0.005057136528193951
247,112,0.00035938136638046257,400,0.9959183931350708,0.003670038189738989
248,112,0.001291549665014884,100,0.9959183931350708,0.005001101642847061
249,112,0.001291549665014884,200,1.0,0.0009141838527284563
250,112,0.001291549665014884,300,1.0,0.00016186365974135697
251,112,0.001291549665014884,400,1.0,2.247100383101497e-05
252,112,0.004641588833612782,100,1.0,0.0001433014840586111
253,112,0.004641588833612782,200,1.0,3.75804256691481e-06
254,112,0.004641588833612782,300,1.0,7.342949857047643e-07
255,112,0.004641588833612782,400,1.0,1.0952637552463784e-07
256,112,0.016681005372000592,100,1.0,1.3213530110078864e-06
257,112,0.016681005372000592,200,1.0,4.786624430153097e-08
258,112,0.016681005372000592,300,1.0,1.4714012230854223e-08
259,112,0.016681005372000592,400,1.0,2.268750298739519e-09
260,112,0.05994842503189409,100,1.0,2.701782761960203e-07
261,112,0.05994842503189409,200,1.0,1.2938446758425926e-08
262,112,0.05994842503189409,300,1.0,2.003770926961579e-09
263,112,0.05994842503189409,400,1.0,1.7729214762951528e-09
264,112,0.21544346900318845,100,1.0,2.3072877297636296e-07
265,112,0.21544346900318845,200,1.0,1.6616208853292846e-08
266,112,0.21544346900318845,300,1.0,6.982757838613907e-08
267,112,0.21544346900318845,400,0.9918367266654968,0.002311200834810734
268,112,0.7742636826811278,100,0.9959183931350708,0.002872144803404808
269,112,0.7742636826811278,200,0.9959183931350708,0.0036307009868323803
270,112,0.7742636826811278,300,1.0,7.282837088951055e-08
271,112,0.7742636826811278,400,0.9959183931350708,0.0032428300473839045
272,112,2.782559402207126,100,1.0,6.496538276223873e-07
273,112,2.782559402207126,200,0.9959183931350708,0.002613588236272335
274,112,2.782559402207126,300,0.9918367266654968,0.00335950986482203
275,112,2.782559402207126,400,1.0,9.170678660908038e-10
276,112,10.0,100,1.0,0.0
277,112,10.0,200,1.0,0.0
278,112,10.0,300,1.0,0.0
279,112,10.0,400,1.0,0.0
